Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
9602,Broken Frontier Reborn,PC,2018.0,Platform,Annapurna Interactive,0.07,0.05,0.05,0.02,0.19,,6.7
9603,Silent Horizon,PSP,2019.0,Action,Capcom,0.02,0.02,0.0,0.03,0.07,48.0,7.7
9604,Iron Origins: Redux,3DS,2018.0,Strategy,Sega,0.04,0.04,0.02,0.03,0.13,70.0,6.2
9605,Final Empire: Gold Edition,PS Vita,2010.0,Sports,505 Games,0.07,0.03,0.04,0.0,0.14,89.0,6.9
9606,Rogue Origins,ps vita,2015.0,Puzzle,Electronic Arts,0.05,0.03,0.03,0.03,0.14,65.0,
9607,Neon Legion: Origins,Game Boy Advance,2025.0,Role-Playing,Konami,0.09,0.07,0.02,0.09,0.27,,5.8
9608,Lost Vanguard Reborn,Xbox Series X,2016.0,Adventure,THQ,0.01,0.0,0.0,0.01,0.02,81.0,6.6
9609,Hollow Realm,PS Vita,2017.0,Adventure,Take-Two Interactive,0.07,0.04,0.03,0.0,0.13,62.0,7.1
9610,Rogue Frontier: Remastered,PS3,2013.0,Role-Playing,Ubisoft,0.06,0.04,0.02,0.1,0.22,62.0,5.3
9611,Grand Uprising III,PSP,2013.0,Role-Playing,Sony Interactive Entertainment,0.13,0.07,0.09,0.03,0.32,,7.9
9612,Iron Horizon: Remastered,3DS,2003.0,Adventure,Square Enix,0.08,0.04,0.05,0.08,0.25,47.0,
9613,Lost Frontier: Remastered,PS5,,Strategy,Tecmo Koei,0.02,0.02,0.01,0.01,0.06,61.0,6.6
9614,Phantom Nexus: Remastered,Wii,2021.0,Adventure,Team17,1.46,0.98,0.89,0.7,4.03,70.0,5.3
9615,Wild Horizon: Remastered,Xbox One,2010.0,Shooter,Nintendo,0.03,0.02,0.01,0.04,0.1,71.0,
9616,Wild Kingdom: Redux,Nintendo Switch,2003.0,Sports,Deep Silver,0.04,0.05,0.0,0.06,0.15,67.0,8.6
9617,Ancient Nexus IV,Nintendo Switch,2015.0,Role-Playing,Capcom,0.04,0.03,0.02,0.04,0.13,73.0,8.9
9618,Crimson Kingdom,Xbox Series X,2008.0,Racing,,0.04,0.02,0.01,0.0,0.07,82.0,5.6
9619,Broken Arena: Gold Edition,Xbox 360,2018.0,Racing,Ubisoft,0.76,0.3,0.27,0.13,1.46,60.0,8.3
9620,Steel Warfare: Origins,Wii,2008.0,Puzzle,Warner Bros. Interactive,0.04,0.02,0.02,0.01,0.09,96.0,6.0
9621,Silent Empire Reborn,GameCube,2002.0,Puzzle,Square Enix,0.22,0.08,0.11,0.06,0.47,82.0,7.5
9622,Hollow Crusade 2,PS Vita,2005.0,Fighting,Bandai Namco,0.03,0.02,0.02,0.02,0.09,76.0,6.6
9623,Steel Chronicles II,Xbox One,2017.0,Simulation,Activision,0.07,0.04,0.04,0.0,0.15,64.0,5.2
9624,Wicked Reckoning IV,Game Boy Advance,,Fighting,Warner Bros. Interactive,0.0,0.0,0.0,0.01,0.01,80.0,7.1
9625,  LOST NEXUS REBORN  ,PS2,2013.0,Simulation,Capcom,0.01,0.01,0.01,0.0,0.03,,6.5
9626,Final Frontier,Nintendo Switch,2010.0,Shooter,Team17,0.7,0.55,0.19,0.36,1.8,,5.2
9627,Phantom Syndicate: Origins,Nintendo Switch,2026.0,Strategy,Deep Silver,0.07,0.02,0.02,0.04,0.15,59.0,5.3
9628,Sacred Paradox IV,3DS,2005.0,Misc,Devolver Digital,0.14,0.09,0.06,0.0,0.29,,5.8
9629,Ancient Rebellion: Gold Edition,3DS,2019.0,Shooter,,0.49,0.37,0.27,0.0,1.13,69.0,7.1
9630,Hollow Empire 3,GameCube,2005.0,Strategy,CD Projekt,0.01,0.0,0.0,0.01,0.02,77.0,7.9
9631,Neon Warfare III,PSP,2026.0,Adventure,Square Enix,0.06,0.04,0.03,0.0,0.13,57.0,5.2
9632,Astral Arena IV,Game Boy Advance,2008.0,Adventure,CD Projekt,0.1,0.06,0.02,0.0,0.18,88.0,9.0
9633,Ancient Requiem 2,PS3,2009.0,Role-Playing,Nintendo,0.02,0.01,0.01,0.0,0.04,79.0,7.1
9634,Wild Crusade: Redux,Nintendo Switch,2013.0,Racing,Team17,0.16,0.07,0.05,0.04,0.32,,7.1
9635,Iron Nexus 2,PS4,2000.0,Platform,Warner Bros. Interactive,0.13,0.04,0.05,0.02,0.24,75.0,6.3
9636,Hollow Horizon: Origins,PSP,2023.0,Simulation,Deep Silver,0.26,0.14,0.05,0.38,0.83,63.0,7.1
9637,Golden Uprising 2,PSP,2024.0,Misc,Paradox Interactive,0.09,0.05,0.02,0.12,0.28,,5.0
9638,Final Dominion: Redux,DS,2011.0,Shooter,Square Enix,0.09,0.03,0.01,0.07,0.2,73.0,7.9
9639,Savage Dominion 2,DS,2023.0,Racing,Capcom,0.01,0.01,0.0,0.01,0.03,81.0,7.0
9640,  HOLLOW PARADOX: GOLD EDITION  ,PS3,2020.0,Sports,Devolver Digital,0.08,0.06,0.02,0.01,0.17,81.0,5.0
9641,Lost Crusade: Gold Edition,ps4,2013.0,Sports,Atari,0.14,0.07,0.02,0.22,0.45,70.0,8.5
9642,Shadow Origins,Wii U,2005.0,Platform,2K Games,0.07,0.05,0.02,0.03,0.17,76.0,9.1
9643,Astral Chronicles Online,Nintendo Switch,2008.0,Puzzle,Deep Silver,0.81,0.29,0.42,0.0,1.52,,7.1
9644,Wicked Dominion Online,PS Vita,2009.0,Strategy,Focus Entertainment,0.0,0.0,0.0,0.01,0.01,89.0,8.4
9645,Hollow Arena: Gold Edition,Nintendo Switch,2000.0,Fighting,Bandai Namco,0.0,0.0,0.0,0.01,0.01,64.0,9.3
9646,Golden Arena 2,PS5,2018.0,Action,Nintendo,0.64,0.18,0.1,0.28,1.2,96.0,7.0
9647,Neon Legends: Redux,PSP,2023.0,Strategy,Ubisoft,0.09,0.04,0.06,0.02,0.21,85.0,6.9
9648,Golden Crusade 3,PS Vita,2019.0,Strategy,Annapurna Interactive,0.01,0.01,0.0,0.01,0.03,81.0,6.2
9649,Neon Chronicles III,DS,2004.0,Fighting,Square Enix,0.09,0.07,0.02,0.02,0.2,66.0,5.2
9650,Hollow Requiem Reborn,PS5,2005.0,Sports,NetherRealm Studios,0.11,0.04,0.01,0.08,0.24,70.0,7.3
9651,Rogue Vanguard: Origins,3DS,2021.0,Shooter,Deep Silver,0.0,0.0,0.0,0.01,0.01,75.0,6.9
9652,Silent Rebellion 2,GameCube,2015.0,Strategy,THQ,0.04,0.01,0.02,0.0,0.07,61.0,6.8
9653,Storm Horizon Reborn,DS,2022.0,Shooter,Sega,0.23,0.1,0.01,0.11,0.45,83.0,3.9
9654,Eternal Arena Reborn,PS2,2018.0,Sports,Capcom,0.02,0.01,0.01,0.04,0.08,47.0,7.6
9655,Twisted Covenant Reborn,PS3,2018.0,Strategy,Epic Games,0.26,0.11,0.14,0.0,0.51,77.0,8.5
9656,Phantom Paradox Online,DS,2021.0,Action,Deep Silver,0.05,0.04,0.02,0.0,0.11,59.0,5.2
9657,Fallen Origins: Redux,DS,2004.0,Sports,Konami,0.05,0.04,0.01,0.02,0.12,75.0,4.7
9658,Rogue Odyssey: Redux,PS Vita,,Racing,Activision,0.14,0.09,0.04,0.09,0.36,84.0,3.6
9659,Shadow Uprising 3,DS,2024.0,Role-Playing,Bethesda Softworks,0.63,0.75,0.45,0.51,2.34,,7.1
9660,Shadow Uprising: Redux,Game Boy Advance,2009.0,Shooter,Konami,0.06,0.04,0.01,0.0,0.11,66.0,8.3
9661,Twisted Legion: Remastered,Game Boy Advance,2019.0,Strategy,Deep Silver,0.03,0.01,0.01,0.0,0.05,,5.7
9662,Fallen Frontier III,Nintendo Switch,2019.0,Misc,Microsoft Studios,0.01,0.01,0.01,0.0,0.03,63.0,8.4
9663,Golden Covenant 2,Xbox One,2019.0,Misc,Epic Games,0.07,0.06,0.02,0.08,0.23,73.0,5.7
9664,Grand Realm,GameCube,2013.0,Simulation,Team17,0.21,0.07,0.03,0.1,0.41,56.0,8.1
9665,Dark Requiem Online,Nintendo Switch,2009.0,Action,Warner Bros. Interactive,0.03,0.03,0.03,0.01,0.1,41.0,6.5
9666,Steel Requiem II,DS,2007.0,Strategy,Electronic Arts,0.08,0.06,0.06,0.07,0.27,,5.0
9667,Shadow Chronicles II,PS5,2025.0,Adventure,Electronic Arts,0.22,0.15,0.08,0.06,0.51,66.0,6.7
9668,Radiant Origins IV,Xbox One,2016.0,Platform,Atari,0.09,0.07,0.04,0.03,0.23,76.0,6.4
9669,Fallen Arena,3DS,2025.0,Racing,Sony Interactive Entertainment,0.01,0.01,0.0,0.01,0.03,54.0,6.7
9670,Wicked Kingdom: Redux,PSP,2010.0,Sports,Take-Two Interactive,0.14,0.08,0.11,0.03,0.36,59.0,5.8
9671,Radiant Realm IV,PC,2021.0,Adventure,Deep Silver,0.01,0.0,0.0,0.01,0.02,64.0,7.5
9672,Ancient Syndicate: Remastered,Xbox Series X,2023.0,Platform,2K Games,0.19,0.11,0.08,0.06,0.44,84.0,7.2
9673,Sacred Origins,3DS,2017.0,Sports,Electronic Arts,0.07,0.03,0.03,0.02,0.15,76.0,7.2
9674,Ancient Requiem: Gold Edition,PS3,2002.0,Strategy,Rockstar Games,0.02,0.02,0.0,0.03,0.07,70.0,5.0
9675,Wild Blitz IV,3DS,2007.0,Sports,Warner Bros. Interactive,0.0,0.0,0.0,0.01,0.01,,6.2
9676,Eternal Blitz 3,PS2,2021.0,Action,505 Games,0.07,0.04,0.04,0.0,0.15,85.0,7.0
9677,Radiant Nexus: Gold Edition,Xbox Series X,2024.0,Sports,Paradox Interactive,0.58,0.32,0.13,0.59,1.62,,9.1
9678,Neon Vanguard: Origins,GameCube,2015.0,Fighting,Take-Two Interactive,0.05,0.02,0.0,0.05,0.12,88.0,8.0
9679,Sacred Horizon II,GameCube,2008.0,Sports,Ubisoft,0.18,0.15,0.02,0.11,0.46,85.0,7.5
9680,Radiant Realm IV,PS2,2021.0,Adventure,Nintendo,0.04,0.02,0.01,0.01,0.08,76.0,8.2
9681,Shadow Warfare: Gold Edition,PS2,2005.0,Racing,Capcom,0.11,0.08,0.08,0.01,0.28,59.0,7.8
9682,  BROKEN ORIGINS REBORN  ,DS,2017.0,Racing,Codemasters,0.06,0.03,0.03,0.0,0.12,94.0,6.9
9683,Rogue Vanguard: Gold Edition,Wii,2020.0,Puzzle,Activision,0.09,0.04,0.04,0.01,0.18,53.0,6.2
9684,Eternal Genesis Reborn,PC,2017.0,Action,Team17,0.07,0.04,0.04,0.02,0.17,86.0,5.9
9685,Fallen Syndicate II,Xbox Series X,2019.0,Role-Playing,Capcom,0.04,0.03,0.04,0.04,0.15,,7.9
9686,Wicked Paradox,PC,2024.0,Adventure,Codemasters,0.03,0.02,0.02,0.01,0.08,73.0,7.1
9687,Dark Blitz: Redux,Wii,2017.0,Puzzle,Nintendo,0.02,0.01,0.0,0.02,0.05,,5.3
9688,Broken Realm 2,PC,2026.0,Fighting,Atari,0.59,0.27,0.44,0.3,1.6,62.0,6.9
9689,Twisted Nexus: Gold Edition,Wii U,2012.0,Adventure,THQ,0.1,0.06,0.02,0.01,0.19,,8.3
9690,Golden Horizon II,ps vita,2014.0,Shooter,Focus Entertainment,0.2,0.12,0.12,0.05,0.49,76.0,6.5
9691,Shadow Arena Online,Wii U,2023.0,Fighting,Sega,0.03,0.02,0.01,0.02,0.08,99.0,6.0
9692,Fallen Horizon: Remastered,Xbox Series X,2016.0,Simulation,NetherRealm Studios,0.04,0.02,0.01,0.03,0.1,,6.1
9693,Phantom Blitz Reborn,PS3,2014.0,Adventure,Take-Two Interactive,0.03,0.01,0.01,0.01,0.06,64.0,9.7
9694,Silent Warfare Reborn,GameCube,2005.0,Racing,Devolver Digital,0.28,0.19,0.02,0.13,0.62,81.0,6.9
9695,Savage Realm Reborn,GameCube,2024.0,Misc,Deep Silver,0.09,0.07,0.02,0.06,0.24,69.0,9.3
9696,Grand Odyssey Reborn,Game Boy Advance,2004.0,Simulation,CD Projekt,0.03,0.02,0.02,0.03,0.1,66.0,6.9
9697,Fallen Paradox II,PC,2006.0,Platform,Focus Entertainment,0.61,0.37,0.31,0.0,1.29,55.0,6.4
9698,Wild Legion III,PS3,2018.0,Racing,Electronic Arts,0.08,0.07,0.06,0.01,0.22,67.0,4.6
9699,Wild Dominion Online,PS3,2024.0,Fighting,Capcom,0.08,0.04,0.03,0.0,0.15,74.0,6.5
9700,Golden Crusade: Origins,PC,2023.0,Role-Playing,Epic Games,0.03,0.01,0.01,0.01,0.06,83.0,7.4
9701,Twisted Empire: Remastered,Wii,2000.0,Fighting,Konami,0.07,0.04,0.0,0.03,0.14,60.0,6.3
9702,Final Kingdom: Remastered,Xbox Series X,2009.0,Fighting,Deep Silver,0.01,0.01,0.01,0.0,0.03,80.0,5.3
9703,Frozen Kingdom: Gold Edition,PS3,2019.0,Platform,2K Games,0.0,0.0,0.0,0.01,0.01,63.0,5.4
9704,Ancient Legion: Origins,Nintendo Switch,2011.0,Action,Bethesda Softworks,0.03,0.01,0.02,0.0,0.06,,8.3
9705,Lost Kingdom 2,Xbox One,2025.0,Puzzle,Paradox Interactive,0.05,0.02,0.02,0.03,0.12,66.0,8.9
9706,Final Origins 3,3ds,2005.0,Simulation,CD Projekt,0.21,0.24,0.15,0.12,0.72,65.0,7.4
9707,Final Sanctuary,DS,2026.0,Role-Playing,Square Enix,0.03,0.04,0.02,0.02,0.11,61.0,5.7
9708,Grand Paradox: Remastered,Wii U,2022.0,Racing,Epic Games,0.01,0.02,0.01,0.01,0.05,61.0,6.5
9709,Rogue Paradox IV,DS,2008.0,Adventure,505 Games,0.05,0.04,0.0,0.02,0.11,82.0,
9710,Phantom Vanguard: Redux,switch,2026.0,Platform,Square Enix,0.26,0.14,0.17,0.24,0.81,73.0,7.3
9711,Ancient Frontier Reborn,Wii U,,Adventure,Konami,0.03,0.02,0.01,0.02,0.08,67.0,5.2
9712,Grand Uprising 2,PS2,2014.0,Simulation,Team17,0.02,0.02,0.0,0.01,0.05,,4.9
9713,Storm Legion,Wii,,Strategy,Activision,0.85,0.58,0.29,0.29,2.01,63.0,7.7
9714,Frozen Realm Online,PS2,2008.0,Role-Playing,Annapurna Interactive,0.02,0.01,0.01,0.0,0.04,70.0,7.6
9715,Sacred Voyage III,Nintendo Switch,2004.0,Role-Playing,Bandai Namco,0.02,0.02,0.0,0.01,0.05,80.0,7.6
9716,Astral Paradox II,DS,2008.0,Sports,2K Games,0.07,0.04,0.03,0.07,0.21,86.0,7.2
9717,Radiant Horizon 3,PS3,2025.0,Platform,Annapurna Interactive,0.18,0.11,0.01,0.25,0.55,74.0,6.4
9718,Twisted Paradox 3,PS3,2009.0,Misc,Square Enix,0.04,0.03,0.02,0.0,0.09,,7.5
9719,Ancient Dominion 3,Xbox One,2023.0,Adventure,Annapurna Interactive,0.74,0.39,0.22,0.11,1.46,84.0,6.1
9720,Hollow Realm Reborn,GameCube,2012.0,Simulation,Tecmo Koei,0.32,0.18,0.04,0.07,0.61,89.0,4.3
9721,Dark Voyage Reborn,Xbox One,2012.0,Puzzle,Ubisoft,0.02,0.01,0.01,0.0,0.04,91.0,6.7
9722,Rising Horizon Online,Wii,2026.0,Simulation,Sega,0.1,0.08,0.02,0.05,0.25,,7.5
9723,Eternal Blitz,PS Vita,2018.0,Strategy,Ubisoft,0.04,0.02,0.03,0.03,0.12,76.0,4.8
9724,Radiant Sanctuary Reborn,GameCube,2014.0,Adventure,Bandai Namco,0.02,0.01,0.01,0.01,0.05,,7.1
9725,Golden Horizon 3,PS5,2001.0,Action,Konami,0.19,0.15,0.08,0.08,0.5,60.0,4.8
9726,Sacred Dominion: Gold Edition,3DS,2021.0,Role-Playing,Sony Interactive Entertainment,0.01,0.01,0.0,0.01,0.03,47.0,6.4
9727,Crimson Chronicles IV,GameCube,2020.0,Role-Playing,Tecmo Koei,0.02,0.01,0.01,0.03,0.07,68.0,7.6
9728,Golden Covenant,GameCube,2016.0,Misc,THQ,0.11,0.06,0.04,0.0,0.21,63.0,6.2
9729,Rising Voyage: Origins,PSP,2015.0,Simulation,Nintendo,0.05,0.03,0.02,0.02,0.12,73.0,5.8
9730,Ancient Legion II,ps2,2006.0,Strategy,Paradox Interactive,0.03,0.01,0.01,0.02,0.07,59.0,7.0
9731,Storm Empire II,GameCube,2015.0,Simulation,Nintendo,0.21,0.09,0.09,0.05,0.44,99.0,7.2
9732,Silent Vanguard: Gold Edition,PS3,2007.0,Adventure,Sega,0.01,0.0,0.0,0.01,0.02,,5.7
9733,Rising Frontier Online,Nintendo Switch,2000.0,Fighting,Activision,0.08,0.03,0.04,0.01,0.16,78.0,6.6
9734,Silent Realm IV,Game Boy Advance,2008.0,Adventure,CD Projekt,0.41,0.21,0.12,0.06,0.8,82.0,7.8
9735,Savage Arena: Remastered,GameCube,2000.0,Shooter,Capcom,0.03,0.02,0.01,0.0,0.06,84.0,8.8
9736,Golden Realm: Gold Edition,DS,2023.0,Misc,Microsoft Studios,0.06,0.03,0.07,0.06,0.22,,8.5
9737,Eternal Vanguard: Gold Edition,xbox360,2009.0,Action,THQ,0.0,0.0,0.0,0.01,0.01,76.0,6.7
9738,Final Legion Online,GameCube,2017.0,Strategy,Deep Silver,0.07,0.08,0.05,0.05,0.25,66.0,7.5
9739,Astral Genesis 3,PS3,2000.0,Fighting,Konami,0.14,0.06,0.01,0.14,0.35,48.0,
9740,Broken Paradox Online,PC,2016.0,Platform,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,60.0,4.4
9741,Sacred Frontier Reborn,3DS,2005.0,Action,Take-Two Interactive,0.01,0.01,0.01,0.0,0.03,81.0,
9742,Twisted Dominion III,3DS,2019.0,Sports,Konami,0.05,0.02,0.01,0.02,0.1,,5.7
9743,Hollow Dominion Online,3DS,2018.0,Action,CD Projekt,0.01,0.01,0.01,0.0,0.02,82.0,8.8
9744,Storm Covenant: Remastered,Xbox 360,2023.0,Shooter,Sega,0.15,0.11,0.1,0.06,0.42,63.0,7.2
9745,Radiant Voyage Online,Xbox Series X,2006.0,Adventure,Nintendo,0.15,0.07,0.11,0.08,0.41,63.0,5.5
9746,Sacred Nexus III,GameCube,2017.0,Racing,Take-Two Interactive,0.07,0.04,0.0,0.1,0.21,76.0,6.3
9747,Rising Dominion 2,PS Vita,,Adventure,2K Games,0.24,0.14,0.07,0.0,0.45,91.0,4.0
9748,Neon Realm,PS2,2025.0,Misc,Square Enix,0.03,0.02,0.01,0.01,0.07,,5.3
9749,Broken Nexus 3,DS,2016.0,Platform,Square Enix,0.04,0.03,0.02,0.02,0.11,,7.8
9750,Storm Blitz: Origins,Nintendo Switch,2004.0,Misc,Sega,0.01,0.01,0.01,0.01,0.04,74.0,7.5
9751,  RISING REBELLION 2  ,PC,2011.0,Simulation,NetherRealm Studios,0.04,0.02,0.01,0.03,0.1,88.0,5.1
9752,Fallen Kingdom 2,3DS,2019.0,Adventure,Capcom,0.3,0.18,0.1,0.09,0.67,76.0,7.9
9753,Astral Frontier Online,ps3,2012.0,Racing,Team17,0.06,0.02,0.02,0.02,0.12,76.0,
9754,  ASTRAL HORIZON: REMASTERED  ,Xbox Series X,2019.0,Action,Konami,0.06,0.04,0.03,0.0,0.13,90.0,7.1
9755,Sacred Arena 3,Xbox 360,2024.0,Sports,Annapurna Interactive,0.06,0.03,0.03,0.04,0.16,70.0,7.8
9756,Hollow Dominion: Gold Edition,Wii,2003.0,Platform,Team17,0.02,0.01,0.01,0.0,0.04,86.0,8.0
9757,Crimson Reckoning: Remastered,DS,2023.0,Puzzle,Rockstar Games,0.01,0.01,0.01,0.02,0.05,77.0,5.8
9758,Astral Horizon IV,Nintendo Switch,2004.0,Adventure,Annapurna Interactive,0.07,0.04,0.03,0.05,0.19,,7.4
9759,Twisted Legends: Gold Edition,3DS,2006.0,Fighting,NetherRealm Studios,0.0,0.0,0.0,0.01,0.01,72.0,5.5
9760,Grand Origins III,PS Vita,2024.0,Shooter,Bandai Namco,0.05,0.02,0.01,0.01,0.09,64.0,7.5
9761,Silent Dominion: Origins,DS,2014.0,Sports,Annapurna Interactive,0.04,0.04,0.03,0.0,0.11,67.0,8.0
9762,Broken Requiem Reborn,PS5,2018.0,Sports,Codemasters,0.06,0.04,0.03,0.0,0.13,51.0,7.8
9763,Final Empire: Origins,PSP,2017.0,Simulation,Atari,0.15,0.11,0.11,0.08,0.45,60.0,4.3
9764,Frozen Legends 3,Wii,,Simulation,Ubisoft,0.03,0.02,0.02,0.03,0.1,63.0,5.8
9765,Silent Horizon,Xbox Series X,2000.0,Sports,Focus Entertainment,0.02,0.01,0.01,0.0,0.04,68.0,6.5
9766,Wild Blitz IV,PS5,2003.0,Role-Playing,Activision,0.02,0.02,0.02,0.0,0.06,51.0,6.8
9767,Lost Reckoning 2,Wii U,2002.0,Strategy,Focus Entertainment,0.08,0.09,0.05,0.05,0.27,68.0,6.8
9768,Eternal Uprising 2,game boy advance,2002.0,Strategy,Square Enix,0.02,0.01,0.01,0.0,0.04,51.0,
9769,Broken Paradox 2,Nintendo Switch,,Strategy,Microsoft Studios,0.04,0.05,0.02,0.05,0.16,70.0,5.9
9770,  TWISTED NEXUS IV  ,Wii U,2015.0,Sports,Annapurna Interactive,0.31,0.16,0.23,0.11,0.81,76.0,5.0
9771,Twisted Kingdom Reborn,3DS,2019.0,Fighting,Take-Two Interactive,0.06,0.05,0.04,0.0,0.15,,7.4
9772,Lost Voyage: Redux,PSP,2017.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,44.0,4.5
9773,Radiant Vanguard 2,PS5,2024.0,Platform,Microsoft Studios,0.03,0.01,0.01,0.0,0.05,73.0,6.3
9774,Rising Chronicles,Game Boy Advance,2003.0,Sports,Sega,0.12,0.07,0.07,0.03,0.29,72.0,6.9
9775,Broken Chronicles Reborn,Nintendo Switch,2012.0,Sports,Tecmo Koei,0.02,0.01,0.01,0.02,0.06,64.0,6.2
9776,Neon Nexus 3,Game Boy Advance,2006.0,Role-Playing,505 Games,0.05,0.03,0.01,0.03,0.12,,7.4
9777,Wild Legion: Gold Edition,GameCube,2011.0,Shooter,Deep Silver,0.22,0.1,0.05,0.16,0.53,65.0,6.0
9778,Iron Sanctuary,PC,2006.0,Racing,CD Projekt,0.04,0.03,0.01,0.08,0.16,59.0,6.9
9779,Grand Nexus 3,PS Vita,2003.0,Action,Ubisoft,0.06,0.05,0.01,0.05,0.17,71.0,6.5
9780,Silent Odyssey,PC,2016.0,Misc,THQ,0.02,0.01,0.0,0.01,0.04,79.0,5.3
9781,Astral Kingdom: Gold Edition,PS2,2000.0,Action,Sega,0.08,0.07,0.04,0.01,0.2,,6.5
9782,Astral Uprising: Remastered,Xbox One,2002.0,Strategy,Capcom,0.06,0.05,0.01,0.02,0.14,,7.2
9783,Savage Requiem II,Xbox Series X,2020.0,Action,Ubisoft,0.01,0.01,0.0,0.0,0.02,76.0,5.1
9784,Crimson Covenant: Origins,PSP,2019.0,Misc,Take-Two Interactive,0.23,0.1,0.08,0.07,0.48,90.0,
9785,Wicked Voyage: Remastered,ps2,,Misc,Focus Entertainment,0.03,0.03,0.03,0.02,0.11,76.0,3.5
9786,Dark Odyssey: Remastered,PS4,2020.0,Adventure,Tecmo Koei,0.13,0.11,0.07,0.1,0.41,,5.5
9787,Twisted Kingdom II,Xbox One,2011.0,Fighting,CD Projekt,0.12,0.07,0.04,0.0,0.23,,4.9
9788,Dark Syndicate Online,Nintendo Switch,2019.0,Fighting,Codemasters,0.02,0.02,0.01,0.0,0.05,,7.1
9789,Wild Arena 2,DS,2022.0,Role-Playing,Activision,0.04,0.02,0.0,0.02,0.08,69.0,3.9
9790,Grand Voyage 3,Wii U,,Role-Playing,Ubisoft,0.04,0.03,0.01,0.02,0.1,,7.7
9791,Storm Legends IV,PC,2011.0,Simulation,Ubisoft,0.04,0.04,0.03,0.0,0.11,67.0,4.2
9792,Iron Sanctuary: Origins,Xbox 360,2001.0,Adventure,CD Projekt,0.23,0.13,0.03,0.15,0.54,73.0,6.8
9793,Broken Empire II,PS4,2022.0,Misc,Bethesda Softworks,0.04,0.01,0.02,0.01,0.08,70.0,3.8
9794,Broken Sanctuary: Redux,PSP,2001.0,Puzzle,Nintendo,0.02,0.01,0.0,0.02,0.05,50.0,10.0
9795,Savage Horizon II,PS3,2011.0,Shooter,Atari,0.02,0.01,0.01,0.01,0.05,69.0,7.7
9796,Rogue Empire 2,Game Boy Advance,2019.0,Misc,Tecmo Koei,0.05,0.06,0.04,0.03,0.18,69.0,
9797,Phantom Vanguard: Redux,3DS,2002.0,Sports,CD Projekt,0.12,0.08,0.06,0.13,0.39,97.0,7.5
9798,Iron Horizon 3,PS5,2010.0,Racing,Devolver Digital,0.58,0.27,0.29,0.6,1.74,99.0,4.5
9799,Lost Nexus: Gold Edition,Wii U,2013.0,Action,Bethesda Softworks,0.06,0.03,0.02,0.0,0.11,84.0,6.6
9800,Silent Nexus Reborn,PS2,2002.0,Platform,Devolver Digital,0.02,0.01,0.0,0.04,0.07,86.0,6.1
9801,Steel Chronicles III,Wii U,2022.0,Racing,Epic Games,0.02,0.02,0.01,0.01,0.06,83.0,9.0
9802,  NEON REBELLION ONLINE  ,PS4,2014.0,Platform,Electronic Arts,0.01,0.0,0.0,0.01,0.02,58.0,8.0
9803,Broken Realm 2,3DS,2017.0,Action,Paradox Interactive,0.17,0.06,0.06,0.11,0.4,52.0,5.5
9804,Rising Voyage II,Wii,2002.0,Racing,Sega,0.0,0.0,0.0,0.01,0.01,,7.8
9805,Ancient Horizon,Game Boy Advance,2003.0,Role-Playing,Warner Bros. Interactive,0.02,0.03,0.01,0.02,0.08,,6.3
9806,Shadow Empire: Remastered,PSP,2003.0,Adventure,THQ,0.05,0.02,0.03,0.0,0.1,68.0,7.5
9807,Final Crusade: Gold Edition,PS5,,Action,Focus Entertainment,0.04,0.03,0.02,0.02,0.11,,6.4
9808,  SACRED HORIZON II  ,PC,2005.0,Fighting,Annapurna Interactive,0.04,0.03,0.01,0.02,0.1,76.0,5.0
9809,Crimson Dominion III,Xbox 360,2025.0,Strategy,Focus Entertainment,0.18,0.11,0.06,0.01,0.36,45.0,6.6
9810,Golden Legends,Xbox One,2026.0,Misc,Paradox Interactive,0.05,0.02,0.0,0.06,0.13,54.0,
9811,Grand Syndicate III,3DS,2015.0,Fighting,Rockstar Games,0.01,0.01,0.01,0.02,0.05,55.0,4.5
9812,Rogue Horizon: Redux,Xbox One,2013.0,Shooter,Electronic Arts,0.1,0.03,0.04,0.06,0.23,,7.2
9813,Final Rebellion: Origins,Wii,2009.0,Role-Playing,Team17,0.22,0.14,0.13,0.11,0.6,88.0,5.6
9814,Wild Horizon: Redux,Wii U,2020.0,Platform,Rockstar Games,0.01,0.01,0.01,0.0,0.03,56.0,7.9
9815,Eternal Syndicate 3,PC,2018.0,Sports,Tecmo Koei,0.0,0.0,0.0,0.01,0.01,90.0,9.2
9816,Dark Horizon,PS3,2001.0,Simulation,Codemasters,0.01,0.01,0.0,0.01,0.03,85.0,5.7
9817,Dark Warfare 3,PS2,2009.0,Platform,Konami,0.47,0.35,0.22,0.14,1.18,58.0,6.2
9818,Radiant Blitz Online,Xbox Series X,2014.0,Shooter,Epic Games,0.77,0.45,0.13,0.43,1.78,,8.9
9819,Eternal Rebellion,PSP,2019.0,Simulation,Konami,0.09,0.04,0.07,0.04,0.24,,6.5
9820,Neon Vanguard: Remastered,PS Vita,2015.0,Racing,THQ,0.01,0.0,0.0,0.0,0.01,60.0,
9821,Fallen Requiem III,Wii,2023.0,Shooter,Konami,0.04,0.02,0.02,0.02,0.1,64.0,6.4
